date,sku_id,stock_on_hand,stockout_flag,lead_time_days
3/15/21,7,33,0,27
3/16/21,7,47,0,27
3/17/21,7,31,0,27
3/18/21,7,41,0,27
3/19/21,7,24,0,27
3/20/21,7,35,0,27
3/21/21,7,37,0,27
3/22/21,7,28,0,27
3/23/21,7,41,0,27
3/24/21,7,44,0,27
3/25/21,7,24,0,27
3/26/21,7,36,0,27
3/27/21,7,31,0,27
3/28/21,7,32,0,27
3/29/21,7,44,0,27
3/30/21,7,47,0,27
3/31/21,7,32,0,27
4/1/21,7,47,0,27
4/2/21,7,34,0,27
4/3/21,7,30,0,27
4/4/21,7,42,0,27
4/5/21,7,29,0,27
4/6/21,7,46,0,27
4/7/21,7,44,0,27
4/8/21,7,38,0,27
4/9/21,7,23,0,27
4/10/21,7,27,0,27
4/11/21,7,43,0,27
4/12/21,7,38,0,27
4/13/21,7,45,0,27
4/14/21,7,46,0,27
4/15/21,7,31,0,27
4/16/21,7,29,0,27
4/17/21,7,38,0,27
4/18/21,7,31,0,27
4/19/21,7,40,0,27
4/20/21,7,37,0,27
4/21/21,7,36,0,27
4/22/21,7,29,0,27
4/23/21,7,23,0,27
4/24/21,7,26,0,27
4/25/21,7,34,0,27
4/26/21,7,36,0,27
4/27/21,7,26,0,27
4/28/21,7,30,0,27
4/29/21,7,30,0,27
4/30/21,7,44,0,27
5/1/21,7,25,0,27
5/2/21,7,24,0,27
5/3/21,7,43,0,27
5/4/21,7,32,0,27
5/5/21,7,47,0,27
5/6/21,7,35,0,27
5/7/21,7,44,0,27
5/8/21,7,41,0,27
5/9/21,7,37,0,27
5/10/21,7,43,0,27
5/11/21,7,41,0,27
5/12/21,7,24,0,27
5/13/21,7,35,0,27
5/14/21,7,37,0,27
5/15/21,7,41,0,27
5/16/21,7,24,0,27
5/17/21,7,45,0,27
5/18/21,7,37,0,27
5/19/21,7,33,0,27
5/20/21,7,33,0,27
5/21/21,7,32,0,27
5/22/21,7,44,0,27
5/23/21,7,43,0,27
5/24/21,7,44,0,27
5/25/21,7,29,0,27
5/26/21,7,32,0,27
5/27/21,7,27,0,27
5/28/21,7,26,0,27
5/29/21,7,34,0,27
5/30/21,7,29,0,27
5/31/21,7,35,0,27
6/1/21,7,32,0,27
6/2/21,7,26,0,27
6/3/21,7,46,0,27
6/4/21,7,46,0,27
6/5/21,7,24,0,27
6/6/21,7,30,0,27
6/7/21,7,41,0,27
6/8/21,7,27,0,27
6/9/21,7,32,0,27
6/10/21,7,25,0,27
6/11/21,7,34,0,27
6/12/21,7,31,0,27
6/13/21,7,44,0,27
6/14/21,7,45,0,27
6/15/21,7,43,0,27
6/16/21,7,33,0,27
6/17/21,7,40,0,27
6/18/21,7,31,0,27
6/19/21,7,38,0,27
6/20/21,7,38,0,27
6/21/21,7,43,0,27
6/22/21,7,29,0,27
6/23/21,7,41,0,27
6/24/21,7,48,0,27
6/25/21,7,36,0,27
6/26/21,7,33,0,27
6/27/21,7,37,0,27
6/28/21,7,29,0,27
6/29/21,7,38,0,27
6/30/21,7,28,0,27
7/1/21,7,41,0,27
7/2/21,7,27,0,27
7/3/21,7,34,0,27
7/4/21,7,42,0,27
7/5/21,7,34,0,27
7/6/21,7,34,0,27
7/7/21,7,32,0,27
7/8/21,7,38,0,27
7/9/21,7,40,0,27
7/10/21,7,29,0,27
7/11/21,7,35,0,27
7/12/21,7,42,0,27
7/13/21,7,44,0,27
7/14/21,7,29,0,27
7/15/21,7,24,0,27
7/16/21,7,39,0,27
7/17/21,7,24,0,27
7/18/21,7,47,0,27
7/19/21,7,40,0,27
7/20/21,7,39,0,27
7/21/21,7,30,0,27
7/22/21,7,41,0,27
7/23/21,7,45,0,27
7/24/21,7,39,0,27
7/25/21,7,34,0,27
7/26/21,7,37,0,27
7/27/21,7,45,0,27
7/28/21,7,29,0,27
7/29/21,7,34,0,27
7/30/21,7,33,0,27
7/31/21,7,47,0,27
8/1/21,7,24,0,27
8/2/21,7,46,0,27
8/3/21,7,35,0,27
8/4/21,7,28,0,27
8/5/21,7,40,0,27
8/6/21,7,40,0,27
8/7/21,7,45,0,27
8/8/21,7,40,0,27
8/9/21,7,40,0,27
8/10/21,7,40,0,27
8/11/21,7,39,0,27
8/12/21,7,47,0,27
8/13/21,7,29,0,27
8/14/21,7,33,0,27
8/15/21,7,33,0,27
8/16/21,7,34,0,27
8/17/21,7,24,0,27
8/18/21,7,44,0,27
8/19/21,7,46,0,27
8/20/21,7,31,0,27
8/21/21,7,25,0,27
8/22/21,7,26,0,27
8/23/21,7,37,0,27
8/24/21,7,47,0,27
8/25/21,7,27,0,27
8/26/21,7,26,0,27
8/27/21,7,32,0,27
8/28/21,7,41,0,27
8/29/21,7,43,0,27
8/30/21,7,28,0,27
8/31/21,7,32,0,27
9/1/21,7,28,0,27
9/2/21,7,31,0,27
9/3/21,7,40,0,27
9/4/21,7,44,0,27
9/5/21,7,43,0,27
9/6/21,7,39,0,27
9/7/21,7,35,0,27
9/8/21,7,40,0,27
9/9/21,7,35,0,27
9/10/21,7,31,0,27
9/11/21,7,30,0,27
9/12/21,7,23,0,27
9/13/21,7,39,0,27
9/14/21,7,26,0,27
9/15/21,7,37,0,27
9/16/21,7,45,0,27
9/17/21,7,44,0,27
9/18/21,7,35,0,27
9/19/21,7,42,0,27
9/20/21,7,38,0,27
9/21/21,7,40,0,27
9/22/21,7,24,0,27
9/23/21,7,47,0,27
9/24/21,7,30,0,27
9/25/21,7,37,0,27
9/26/21,7,45,0,27
9/27/21,7,33,0,27
9/28/21,7,26,0,27
9/29/21,7,39,0,27
9/30/21,7,25,0,27
10/1/21,7,26,0,27
10/2/21,7,47,0,27
10/3/21,7,43,0,27
10/4/21,7,36,0,27
10/5/21,7,41,0,27
10/6/21,7,29,0,27
10/7/21,7,33,0,27
10/8/21,7,27,0,27
10/9/21,7,48,0,27
10/10/21,7,39,0,27
10/11/21,7,27,0,27
10/12/21,7,34,0,27
10/13/21,7,31,0,27
10/14/21,7,36,0,27
10/15/21,7,37,0,27
10/16/21,7,24,0,27
10/17/21,7,32,0,27
10/18/21,7,45,0,27
10/19/21,7,22,0,27
10/20/21,7,46,0,27
10/21/21,7,26,0,27
10/22/21,7,46,0,27
10/23/21,7,36,0,27
10/24/21,7,36,0,27
10/25/21,7,29,0,27
10/26/21,7,35,0,27
10/27/21,7,38,0,27
10/28/21,7,41,0,27
10/29/21,7,40,0,27
10/30/21,7,41,0,27
10/31/21,7,32,0,27
11/1/21,7,44,0,27
11/2/21,7,33,0,27
11/3/21,7,34,0,27
11/4/21,7,26,0,27
11/5/21,7,32,0,27
11/6/21,7,36,0,27
11/7/21,7,26,0,27
11/8/21,7,37,0,27
11/9/21,7,40,0,27
11/10/21,7,40,0,27
11/11/21,7,36,0,27
11/12/21,7,32,0,27
11/13/21,7,26,0,27
11/14/21,7,29,0,27
11/15/21,7,39,0,27
11/16/21,7,41,0,27
11/17/21,7,28,0,27
11/18/21,7,29,0,27
11/19/21,7,35,0,27
11/20/21,7,29,0,27
11/21/21,7,32,0,27
11/22/21,7,45,0,27
11/23/21,7,24,0,27
11/24/21,7,35,0,27
11/25/21,7,22,0,27
11/26/21,7,42,0,27
11/27/21,7,35,0,27
11/28/21,7,27,0,27
11/29/21,7,36,0,27
11/30/21,7,23,0,27
12/1/21,7,28,0,27
12/2/21,7,32,0,27
12/3/21,7,45,0,27
12/4/21,7,41,0,27
12/5/21,7,26,0,27
12/6/21,7,27,0,27
12/7/21,7,40,0,27
12/8/21,7,27,0,27
12/9/21,7,37,0,27
12/10/21,7,28,0,27
12/11/21,7,39,0,27
12/12/21,7,43,0,27
12/13/21,7,46,0,27
12/14/21,7,28,0,27
12/15/21,7,33,0,27
12/16/21,7,42,0,27
12/17/21,7,25,0,27
12/18/21,7,26,0,27
12/19/21,7,29,0,27
12/20/21,7,42,0,27
12/21/21,7,30,0,27
12/22/21,7,45,0,27
12/23/21,7,32,0,27
12/24/21,7,28,0,27
12/25/21,7,40,0,27
12/26/21,7,36,0,27
12/27/21,7,33,0,27
12/28/21,7,26,0,27
12/29/21,7,37,0,27
12/30/21,7,28,0,27
12/31/21,7,38,0,27
1/1/22,7,30,0,27
1/2/22,7,29,0,27
1/3/22,7,35,0,27
1/4/22,7,23,0,27
1/5/22,7,36,0,27
1/6/22,7,41,0,27
1/7/22,7,27,0,27
1/8/22,7,42,0,27
1/9/22,7,38,0,27
1/10/22,7,38,0,27
1/11/22,7,25,0,27
1/12/22,7,29,0,27
1/13/22,7,34,0,27
1/14/22,7,23,0,27
1/15/22,7,29,0,27
1/16/22,7,37,0,27
1/17/22,7,38,0,27
1/18/22,7,26,0,27
1/19/22,7,33,0,27
1/20/22,7,45,0,27
1/21/22,7,47,0,27
1/22/22,7,48,0,27
1/23/22,7,28,0,27
1/24/22,7,42,0,27
1/25/22,7,36,0,27
1/26/22,7,26,0,27
1/27/22,7,33,0,27
1/28/22,7,43,0,27
1/29/22,7,24,0,27
1/30/22,7,36,0,27
1/31/22,7,31,0,27
2/1/22,7,39,0,27
2/2/22,7,25,0,27
2/3/22,7,34,0,27
2/4/22,7,30,0,27
2/5/22,7,32,0,27
2/6/22,7,38,0,27
2/7/22,7,36,0,27
2/8/22,7,45,0,27
2/9/22,7,44,0,27
2/10/22,7,32,0,27
2/11/22,7,39,0,27
2/12/22,7,40,0,27
2/13/22,7,26,0,27
2/14/22,7,31,0,27
2/15/22,7,25,0,27
2/16/22,7,43,0,27
2/17/22,7,39,0,27
2/18/22,7,31,0,27
2/19/22,7,33,0,27
2/20/22,7,35,0,27
2/21/22,7,43,0,27
2/22/22,7,30,0,27
2/23/22,7,33,0,27
2/24/22,7,34,0,27
2/25/22,7,27,0,27
2/26/22,7,26,0,27
2/27/22,7,38,0,27
2/28/22,7,39,0,27
3/1/22,7,44,0,27
3/2/22,7,32,0,27
3/3/22,7,26,0,27
3/4/22,7,46,0,27
3/5/22,7,44,0,27
3/6/22,7,32,0,27
3/7/22,7,30,0,27
3/8/22,7,32,0,27
3/9/22,7,32,0,27
3/10/22,7,36,0,27
3/11/22,7,38,0,27
3/12/22,7,31,0,27
3/13/22,7,41,0,27
3/14/22,7,25,0,27
3/15/22,7,25,0,27
3/16/22,7,47,0,27
3/17/22,7,30,0,27
3/18/22,7,38,0,27
3/19/22,7,39,0,27
3/20/22,7,33,0,27
3/21/22,7,29,0,27
3/22/22,7,26,0,27
3/23/22,7,42,0,27
3/24/22,7,44,0,27
3/25/22,7,38,0,27
3/26/22,7,29,0,27
3/27/22,7,33,0,27
3/28/22,7,34,0,27
3/29/22,7,40,0,27
3/30/22,7,42,0,27
3/31/22,7,28,0,27
4/1/22,7,39,0,27
4/2/22,7,28,0,27
4/3/22,7,26,0,27
4/4/22,7,27,0,27
4/5/22,7,36,0,27
4/6/22,7,25,0,27
4/7/22,7,34,0,27
4/8/22,7,27,0,27
4/9/22,7,43,0,27
4/10/22,7,26,0,27
4/11/22,7,27,0,27
4/12/22,7,31,0,27
4/13/22,7,25,0,27
4/14/22,7,45,0,27
4/15/22,7,48,0,27
4/16/22,7,46,0,27
4/17/22,7,34,0,27
4/18/22,7,30,0,27
4/19/22,7,40,0,27
4/20/22,7,39,0,27
4/21/22,7,25,0,27
4/22/22,7,43,0,27
4/23/22,7,29,0,27
4/24/22,7,39,0,27
4/25/22,7,32,0,27
4/26/22,7,43,0,27
4/27/22,7,33,0,27
4/28/22,7,35,0,27
4/29/22,7,33,0,27
4/30/22,7,28,0,27
5/1/22,7,26,0,27
5/2/22,7,29,0,27
5/3/22,7,48,0,27
5/4/22,7,37,0,27
5/5/22,7,27,0,27
5/6/22,7,33,0,27
5/7/22,7,29,0,27
5/8/22,7,41,0,27
5/9/22,7,30,0,27
5/10/22,7,35,0,27
5/11/22,7,43,0,27
5/12/22,7,28,0,27
5/13/22,7,37,0,27
5/14/22,7,31,0,27
5/15/22,7,40,0,27
5/16/22,7,39,0,27
5/17/22,7,25,0,27
5/18/22,7,38,0,27
5/19/22,7,36,0,27
5/20/22,7,39,0,27
5/21/22,7,41,0,27
5/22/22,7,46,0,27
5/23/22,7,36,0,27
5/24/22,7,33,0,27
5/25/22,7,31,0,27
5/26/22,7,43,0,27
5/27/22,7,35,0,27
5/28/22,7,25,0,27
5/29/22,7,40,0,27
5/30/22,7,30,0,27
5/31/22,7,39,0,27
6/1/22,7,39,0,27
6/2/22,7,41,0,27
6/3/22,7,41,0,27
6/4/22,7,39,0,27
6/5/22,7,27,0,27
6/6/22,7,30,0,27
6/7/22,7,48,0,27
6/8/22,7,38,0,27
6/9/22,7,41,0,27
6/10/22,7,39,0,27
6/11/22,7,32,0,27
6/12/22,7,27,0,27
6/13/22,7,45,0,27
6/14/22,7,40,0,27
6/15/22,7,48,0,27
6/16/22,7,29,0,27
6/17/22,7,37,0,27
6/18/22,7,38,0,27
6/19/22,7,27,0,27
6/20/22,7,25,0,27
6/21/22,7,42,0,27
6/22/22,7,27,0,27
6/23/22,7,32,0,27
6/24/22,7,46,0,27
6/25/22,7,29,0,27
6/26/22,7,38,0,27
6/27/22,7,32,0,27
6/28/22,7,28,0,27
6/29/22,7,41,0,27
6/30/22,7,45,0,27
7/1/22,7,33,0,27
7/2/22,7,26,0,27
7/3/22,7,39,0,27
7/4/22,7,41,0,27
7/5/22,7,26,0,27
7/6/22,7,31,0,27
7/7/22,7,32,0,27
7/8/22,7,29,0,27
7/9/22,7,35,0,27
7/10/22,7,30,0,27
7/11/22,7,44,0,27
7/12/22,7,47,0,27
7/13/22,7,27,0,27
7/14/22,7,27,0,27
7/15/22,7,45,0,27
7/16/22,7,39,0,27
7/17/22,7,41,0,27
7/18/22,7,27,0,27
7/19/22,7,26,0,27
7/20/22,7,40,0,27
7/21/22,7,36,0,27
7/22/22,7,37,0,27
7/23/22,7,26,0,27
7/24/22,7,36,0,27
7/25/22,7,29,0,27
7/26/22,7,37,0,27
7/27/22,7,26,0,27
7/28/22,7,30,0,27
7/29/22,7,29,0,27
7/30/22,7,44,0,27
7/31/22,7,46,0,27
8/1/22,7,42,0,27
8/2/22,7,31,0,27
8/3/22,7,46,0,27
8/4/22,7,41,0,27
8/5/22,7,37,0,27
8/6/22,7,31,0,27
8/7/22,7,43,0,27
8/8/22,7,44,0,27
8/9/22,7,46,0,27
8/10/22,7,32,0,27
8/11/22,7,36,0,27
8/12/22,7,43,0,27
8/13/22,7,29,0,27
8/14/22,7,32,0,27
8/15/22,7,43,0,27
8/16/22,7,37,0,27
8/17/22,7,42,0,27
8/18/22,7,27,0,27
8/19/22,7,47,0,27
8/20/22,7,44,0,27
8/21/22,7,29,0,27
8/22/22,7,40,0,27
8/23/22,7,26,0,27
8/24/22,7,32,0,27
8/25/22,7,42,0,27
8/26/22,7,31,0,27
8/27/22,7,41,0,27
8/28/22,7,26,0,27
8/29/22,7,29,0,27
8/30/22,7,35,0,27
8/31/22,7,40,0,27
9/1/22,7,44,0,27
9/2/22,7,26,0,27
9/3/22,7,43,0,27
9/4/22,7,30,0,27
9/5/22,7,44,0,27
9/6/22,7,36,0,27
9/7/22,7,39,0,27
9/8/22,7,37,0,27
9/9/22,7,33,0,27
9/10/22,7,42,0,27
9/11/22,7,26,0,27
9/12/22,7,34,0,27
9/13/22,7,31,0,27
9/14/22,7,45,0,27
9/15/22,7,34,0,27
9/16/22,7,43,0,27
9/17/22,7,42,0,27
9/18/22,7,24,0,27
9/19/22,7,29,0,27
9/20/22,7,29,0,27
9/21/22,7,41,0,27
9/22/22,7,27,0,27
9/23/22,7,34,0,27
9/24/22,7,29,0,27
9/25/22,7,23,0,27
9/26/22,7,28,0,27
9/27/22,7,27,0,27
9/28/22,7,36,0,27
9/29/22,7,26,0,27
9/30/22,7,39,0,27
10/1/22,7,23,0,27
10/2/22,7,43,0,27
10/3/22,7,33,0,27
10/4/22,7,28,0,27
10/5/22,7,39,0,27
10/6/22,7,23,0,27
10/7/22,7,27,0,27
10/8/22,7,39,0,27
10/9/22,7,25,0,27
10/10/22,7,44,0,27
10/11/22,7,30,0,27
10/12/22,7,40,0,27
10/13/22,7,36,0,27
10/14/22,7,26,0,27
10/15/22,7,36,0,27
10/16/22,7,30,0,27
10/17/22,7,32,0,27
10/18/22,7,26,0,27
10/19/22,7,37,0,27
10/20/22,7,39,0,27
10/21/22,7,23,0,27
10/22/22,7,35,0,27
10/23/22,7,30,0,27
10/24/22,7,40,0,27
10/25/22,7,42,0,27
10/26/22,7,28,0,27
10/27/22,7,27,0,27
10/28/22,7,46,0,27
10/29/22,7,27,0,27
10/30/22,7,28,0,27
10/31/22,7,26,0,27
11/1/22,7,31,0,27
11/2/22,7,29,0,27
11/3/22,7,37,0,27
11/4/22,7,33,0,27
11/5/22,7,28,0,27
11/6/22,7,41,0,27
11/7/22,7,33,0,27
11/8/22,7,39,0,27
11/9/22,7,32,0,27
11/10/22,7,38,0,27
11/11/22,7,45,0,27
11/12/22,7,38,0,27
11/13/22,7,46,0,27
11/14/22,7,37,0,27
11/15/22,7,40,0,27
11/16/22,7,45,0,27
11/17/22,7,39,0,27
11/18/22,7,28,0,27
11/19/22,7,44,0,27
11/20/22,7,33,0,27
11/21/22,7,28,0,27
11/22/22,7,44,0,27
11/23/22,7,34,0,27
11/24/22,7,42,0,27
11/25/22,7,27,0,27
11/26/22,7,29,0,27
11/27/22,7,27,0,27
11/28/22,7,42,0,27
11/29/22,7,35,0,27
11/30/22,7,26,0,27
12/1/22,7,44,0,27
12/2/22,7,27,0,27
12/3/22,7,40,0,27
12/4/22,7,37,0,27
12/5/22,7,43,0,27
12/6/22,7,26,0,27
12/7/22,7,26,0,27
12/8/22,7,36,0,27
12/9/22,7,30,0,27
12/10/22,7,27,0,27
12/11/22,7,30,0,27
12/12/22,7,40,0,27
12/13/22,7,26,0,27
12/14/22,7,28,0,27
12/15/22,7,28,0,27
12/16/22,7,29,0,27
12/17/22,7,43,0,27
12/18/22,7,30,0,27
12/19/22,7,26,0,27
12/20/22,7,28,0,27
12/21/22,7,40,0,27
12/22/22,7,28,0,27
12/23/22,7,29,0,27
12/24/22,7,46,0,27
12/25/22,7,32,0,27
12/26/22,7,43,0,27
12/27/22,7,32,0,27
12/28/22,7,37,0,27
12/29/22,7,34,0,27
12/30/22,7,36,0,27
12/31/22,7,37,0,27
1/1/23,7,44,0,27
1/2/23,7,44,0,27
1/3/23,7,34,0,27
1/4/23,7,33,0,27
1/5/23,7,42,0,27
1/6/23,7,33,0,27
1/7/23,7,35,0,27
1/8/23,7,28,0,27
1/9/23,7,36,0,27
1/10/23,7,29,0,27
1/11/23,7,43,0,27
1/12/23,7,38,0,27
1/13/23,7,41,0,27
1/14/23,7,26,0,27
1/15/23,7,29,0,27
1/16/23,7,39,0,27
1/17/23,7,31,0,27
1/18/23,7,37,0,27
1/19/23,7,26,0,27
1/20/23,7,26,0,27
1/21/23,7,29,0,27
1/22/23,7,27,0,27
1/23/23,7,25,0,27
1/24/23,7,31,0,27
1/25/23,7,25,0,27
1/26/23,7,25,0,27
1/27/23,7,32,0,27
1/28/23,7,31,0,27
1/29/23,7,37,0,27
1/30/23,7,33,0,27
1/31/23,7,35,0,27
2/1/23,7,28,0,27
2/2/23,7,39,0,27
2/3/23,7,36,0,27
2/4/23,7,32,0,27
2/5/23,7,45,0,27
2/6/23,7,25,0,27
2/7/23,7,33,0,27
2/8/23,7,26,0,27
2/9/23,7,41,0,27
2/10/23,7,37,0,27
2/11/23,7,35,0,27
2/12/23,7,39,0,27
2/13/23,7,30,0,27
2/14/23,7,33,0,27
2/15/23,7,42,0,27
2/16/23,7,42,0,27
2/17/23,7,37,0,27
2/18/23,7,28,0,27
2/19/23,7,29,0,27
2/20/23,7,27,0,27
2/21/23,7,41,0,27
2/22/23,7,27,0,27
2/23/23,7,32,0,27
2/24/23,7,47,0,27
2/25/23,7,41,0,27
2/26/23,7,41,0,27
2/27/23,7,45,0,27
2/28/23,7,29,0,27
3/1/23,7,43,0,27
3/2/23,7,42,0,27
3/3/23,7,41,0,27
3/4/23,7,28,0,27
3/5/23,7,42,0,27
3/6/23,7,31,0,27
3/7/23,7,36,0,27
3/8/23,7,23,0,27
3/9/23,7,30,0,27
3/10/23,7,44,0,27
3/11/23,7,36,0,27
3/12/23,7,25,0,27
3/13/23,7,36,0,27
3/14/23,7,45,0,27
3/15/23,7,42,0,27
3/16/23,7,41,0,27
3/17/23,7,31,0,27
3/18/23,7,31,0,27
3/19/23,7,40,0,27
3/20/23,7,35,0,27
3/21/23,7,34,0,27
3/22/23,7,42,0,27
3/23/23,7,45,0,27
3/24/23,7,39,0,27
3/25/23,7,42,0,27
3/26/23,7,28,0,27
3/27/23,7,26,0,27
3/28/23,7,27,0,27
3/29/23,7,36,0,27
3/30/23,7,36,0,27
3/31/23,7,28,0,27
4/1/23,7,31,0,27
4/2/23,7,42,0,27
4/3/23,7,45,0,27
4/4/23,7,45,0,27
4/5/23,7,31,0,27
4/6/23,7,37,0,27
4/7/23,7,42,0,27
4/8/23,7,33,0,27
4/9/23,7,37,0,27
4/10/23,7,27,0,27
4/11/23,7,27,0,27
4/12/23,7,25,0,27
4/13/23,7,37,0,27
4/14/23,7,32,0,27
4/15/23,7,39,0,27
4/16/23,7,47,0,27
4/17/23,7,42,0,27
4/18/23,7,26,0,27
4/19/23,7,27,0,27
4/20/23,7,30,0,27
4/21/23,7,38,0,27
4/22/23,7,42,0,27
4/23/23,7,30,0,27
4/24/23,7,33,0,27
4/25/23,7,43,0,27
4/26/23,7,39,0,27
4/27/23,7,38,0,27
4/28/23,7,35,0,27
4/29/23,7,43,0,27
4/30/23,7,41,0,27
5/1/23,7,28,0,27
5/2/23,7,40,0,27
5/3/23,7,42,0,27
5/4/23,7,36,0,27
5/5/23,7,43,0,27
5/6/23,7,38,0,27
5/7/23,7,24,0,27
5/8/23,7,29,0,27
5/9/23,7,42,0,27
5/10/23,7,31,0,27
5/11/23,7,37,0,27
5/12/23,7,45,0,27
5/13/23,7,33,0,27
5/14/23,7,37,0,27
5/15/23,7,43,0,27
5/16/23,7,26,0,27
5/17/23,7,43,0,27
5/18/23,7,26,0,27
5/19/23,7,32,0,27
5/20/23,7,34,0,27
5/21/23,7,41,0,27
5/22/23,7,23,0,27
5/23/23,7,37,0,27
5/24/23,7,40,0,27
5/25/23,7,43,0,27
5/26/23,7,35,0,27
5/27/23,7,40,0,27
5/28/23,7,43,0,27
5/29/23,7,43,0,27
5/30/23,7,34,0,27
5/31/23,7,43,0,27
6/1/23,7,21,0,27
6/2/23,7,39,0,27
6/3/23,7,27,0,27
6/4/23,7,26,0,27
6/5/23,7,36,0,27
6/6/23,7,40,0,27
6/7/23,7,34,0,27
6/8/23,7,39,0,27
6/9/23,7,40,0,27
6/10/23,7,29,0,27
6/11/23,7,40,0,27
6/12/23,7,44,0,27
6/13/23,7,30,0,27
6/14/23,7,39,0,27
6/15/23,7,40,0,27
6/16/23,7,26,0,27
6/17/23,7,33,0,27
6/18/23,7,33,0,27
6/19/23,7,30,0,27
6/20/23,7,39,0,27
6/21/23,7,33,0,27
6/22/23,7,29,0,27
6/23/23,7,38,0,27
6/24/23,7,44,0,27
6/25/23,7,36,0,27
6/26/23,7,29,0,27
6/27/23,7,41,0,27
6/28/23,7,42,0,27
6/29/23,7,26,0,27
6/30/23,7,43,0,27
7/1/23,7,30,0,27
7/2/23,7,45,0,27
7/3/23,7,45,0,27
7/4/23,7,29,0,27
7/5/23,7,42,0,27
7/6/23,7,48,0,27
7/7/23,7,42,0,27
7/8/23,7,33,0,27
7/9/23,7,33,0,27
7/10/23,7,34,0,27
7/11/23,7,41,0,27
7/12/23,7,25,0,27
7/13/23,7,42,0,27
7/14/23,7,38,0,27
7/15/23,7,47,0,27
7/16/23,7,38,0,27
7/17/23,7,40,0,27
7/18/23,7,35,0,27
7/19/23,7,27,0,27
7/20/23,7,47,0,27
7/21/23,7,46,0,27
7/22/23,7,30,0,27
7/23/23,7,34,0,27
7/24/23,7,29,0,27
7/25/23,7,37,0,27
7/26/23,7,36,0,27
7/27/23,7,44,0,27
7/28/23,7,31,0,27
7/29/23,7,36,0,27
7/30/23,7,44,0,27
7/31/23,7,35,0,27
8/1/23,7,46,0,27
8/2/23,7,42,0,27
8/3/23,7,45,0,27
8/4/23,7,39,0,27
8/5/23,7,39,0,27
8/6/23,7,30,0,27
8/7/23,7,26,0,27
8/8/23,7,40,0,27
8/9/23,7,27,0,27
8/10/23,7,41,0,27
8/11/23,7,35,0,27
8/12/23,7,34,0,27
8/13/23,7,41,0,27
8/14/23,7,48,0,27
8/15/23,7,40,0,27
8/16/23,7,27,0,27
8/17/23,7,42,0,27
8/18/23,7,41,0,27
8/19/23,7,33,0,27
8/20/23,7,26,0,27
8/21/23,7,25,0,27
8/22/23,7,27,0,27
8/23/23,7,40,0,27
8/24/23,7,29,0,27
8/25/23,7,26,0,27
8/26/23,7,29,0,27
8/27/23,7,44,0,27
8/28/23,7,26,0,27
8/29/23,7,36,0,27
8/30/23,7,24,0,27
8/31/23,7,45,0,27
9/1/23,7,41,0,27
9/2/23,7,37,0,27
9/3/23,7,28,0,27
9/4/23,7,36,0,27
9/5/23,7,37,0,27
9/6/23,7,41,0,27
9/7/23,7,26,0,27
9/8/23,7,24,0,27
9/9/23,7,36,0,27
9/10/23,7,32,0,27
9/11/23,7,34,0,27
9/12/23,7,37,0,27
9/13/23,7,37,0,27
9/14/23,7,44,0,27
9/15/23,7,40,0,27
9/16/23,7,45,0,27
9/17/23,7,39,0,27
9/18/23,7,39,0,27
9/19/23,7,28,0,27
9/20/23,7,34,0,27
9/21/23,7,45,0,27
9/22/23,7,26,0,27
9/23/23,7,35,0,27
9/24/23,7,40,0,27
9/25/23,7,31,0,27
9/26/23,7,29,0,27
9/27/23,7,35,0,27
9/28/23,7,35,0,27
9/29/23,7,30,0,27
9/30/23,7,29,0,27
10/1/23,7,23,0,27
10/2/23,7,43,0,27
10/3/23,7,31,0,27
10/4/23,7,44,0,27
10/5/23,7,36,0,27
10/6/23,7,34,0,27
10/7/23,7,41,0,27
10/8/23,7,43,0,27
10/9/23,7,41,0,27
10/10/23,7,45,0,27
10/11/23,7,37,0,27
10/12/23,7,44,0,27
10/13/23,7,39,0,27
10/14/23,7,29,0,27
10/15/23,7,37,0,27
10/16/23,7,30,0,27
10/17/23,7,24,0,27
10/18/23,7,33,0,27
10/19/23,7,46,0,27
10/20/23,7,30,0,27
10/21/23,7,25,0,27
10/22/23,7,28,0,27
10/23/23,7,25,0,27
10/24/23,7,30,0,27
10/25/23,7,29,0,27
10/26/23,7,33,0,27
10/27/23,7,27,0,27
10/28/23,7,22,0,27
10/29/23,7,37,0,27
10/30/23,7,30,0,27
10/31/23,7,42,0,27
11/1/23,7,40,0,27
11/2/23,7,34,0,27
11/3/23,7,37,0,27
11/4/23,7,42,0,27
11/5/23,7,47,0,27
11/6/23,7,31,0,27
11/7/23,7,28,0,27
11/8/23,7,40,0,27
11/9/23,7,37,0,27
11/10/23,7,24,0,27
11/11/23,7,44,0,27
11/12/23,7,33,0,27
11/13/23,7,44,0,27
11/14/23,7,45,0,27
11/15/23,7,30,0,27
11/16/23,7,27,0,27
11/17/23,7,42,0,27
11/18/23,7,28,0,27
11/19/23,7,24,0,27
11/20/23,7,41,0,27
11/21/23,7,44,0,27
11/22/23,7,42,0,27
11/23/23,7,36,0,27
11/24/23,7,33,0,27
11/25/23,7,27,0,27
11/26/23,7,44,0,27
11/27/23,7,44,0,27
11/28/23,7,44,0,27
11/29/23,7,39,0,27
11/30/23,7,29,0,27
12/1/23,7,46,0,27
12/2/23,7,38,0,27
12/3/23,7,41,0,27
12/4/23,7,25,0,27
12/5/23,7,22,0,27
12/6/23,7,24,0,27
