date,sku_id,category,supplier_id,units_sold,price,promo_flag,is_black_friday_week,is_christmas_peak
10/30/23,2,Storage,SUP_C,11,141.98,0,0,0
10/31/23,2,Storage,SUP_C,12,137.1,0,0,0
11/1/23,2,Storage,SUP_C,10,150.32,0,0,0
11/2/23,2,Storage,SUP_C,11,147.82,0,0,0
11/3/23,2,Storage,SUP_C,9,144.49,0,0,0
11/4/23,2,Storage,SUP_C,10,151.41,0,0,0
11/5/23,2,Storage,SUP_C,16,150.96,0,0,0
11/6/23,2,Storage,SUP_C,13,129.38,1,0,0
11/7/23,2,Storage,SUP_C,20,107.19,1,0,0
11/8/23,2,Storage,SUP_C,15,117.27,1,0,0
11/9/23,2,Storage,SUP_C,9,107.62,1,0,0
11/10/23,2,Storage,SUP_C,12,126.02,1,0,0
11/11/23,2,Storage,SUP_C,17,107.84,1,0,0
11/12/23,2,Storage,SUP_C,14,124.96,1,0,0
11/13/23,2,Storage,SUP_C,5,148.13,0,0,0
11/14/23,2,Storage,SUP_C,5,146.94,0,0,0
11/15/23,2,Storage,SUP_C,11,149.13,0,0,0
11/16/23,2,Storage,SUP_C,6,155.63,0,0,0
11/17/23,2,Storage,SUP_C,11,144.9,0,0,0
11/18/23,2,Storage,SUP_C,11,145.51,0,0,0
11/19/23,2,Storage,SUP_C,11,149.85,0,0,0
11/20/23,2,Storage,SUP_C,9,151.72,0,1,0
11/21/23,2,Storage,SUP_C,7,148.34,0,1,0
11/22/23,2,Storage,SUP_C,12,146.7,0,1,0
11/23/23,2,Storage,SUP_C,11,144.39,0,1,0
11/24/23,2,Storage,SUP_C,8,152.91,0,1,0
11/25/23,2,Storage,SUP_C,11,156.44,0,1,0
11/26/23,2,Storage,SUP_C,9,149.46,0,1,0
11/27/23,2,Storage,SUP_C,9,148.12,0,1,0
11/28/23,2,Storage,SUP_C,7,146.22,0,1,0
11/29/23,2,Storage,SUP_C,10,151.16,0,0,0
11/30/23,2,Storage,SUP_C,5,146.04,0,0,0
12/1/23,2,Storage,SUP_C,11,147.62,0,0,1
12/2/23,2,Storage,SUP_C,9,154.45,0,0,1
12/3/23,2,Storage,SUP_C,11,144.2,0,0,1
12/4/23,2,Storage,SUP_C,7,150.13,0,0,1
12/5/23,2,Storage,SUP_C,10,157.25,0,0,1
12/6/23,2,Storage,SUP_C,9,152.76,0,0,1
12/7/23,2,Storage,SUP_C,7,154.43,0,0,1
12/8/23,2,Storage,SUP_C,5,150.31,0,0,1
12/9/23,2,Storage,SUP_C,7,155.73,0,0,1
12/10/23,2,Storage,SUP_C,8,155.62,0,0,1
12/11/23,2,Storage,SUP_C,4,153.06,0,0,1
12/12/23,2,Storage,SUP_C,8,148.86,0,0,1
12/13/23,2,Storage,SUP_C,6,153.33,0,0,1
12/14/23,2,Storage,SUP_C,9,152.53,0,0,1
12/15/23,2,Storage,SUP_C,4,147.74,0,0,1
12/16/23,2,Storage,SUP_C,9,156.66,0,0,1
12/17/23,2,Storage,SUP_C,13,156.7,0,0,1
12/18/23,2,Storage,SUP_C,8,145.4,0,0,1
12/19/23,2,Storage,SUP_C,13,152.73,0,0,1
12/20/23,2,Storage,SUP_C,9,144.82,0,0,1
12/21/23,2,Storage,SUP_C,4,145.37,0,0,1
12/22/23,2,Storage,SUP_C,4,153.69,0,0,1
12/23/23,2,Storage,SUP_C,7,146.72,0,0,1
12/24/23,2,Storage,SUP_C,9,145.9,0,0,1
12/25/23,2,Storage,SUP_C,15,121.85,1,0,0
12/26/23,2,Storage,SUP_C,10,129.1,1,0,0
12/27/23,2,Storage,SUP_C,20,106.17,1,0,0
12/28/23,2,Storage,SUP_C,23,129.9,1,0,0
12/29/23,2,Storage,SUP_C,10,121.53,1,0,0
12/30/23,2,Storage,SUP_C,15,115.8,1,0,0
12/31/23,2,Storage,SUP_C,17,118.32,1,0,0
1/1/24,2,Storage,SUP_C,10,144.78,0,0,0
1/2/24,2,Storage,SUP_C,10,147.33,0,0,0
1/3/24,2,Storage,SUP_C,5,140.76,0,0,0
1/4/24,2,Storage,SUP_C,11,146.6,0,0,0
1/5/24,2,Storage,SUP_C,3,148.76,0,0,0
1/6/24,2,Storage,SUP_C,10,137.45,0,0,0
1/7/24,2,Storage,SUP_C,11,141.71,0,0,0
1/8/24,2,Storage,SUP_C,14,99.71,1,0,0
1/9/24,2,Storage,SUP_C,12,101.33,1,0,0
1/10/24,2,Storage,SUP_C,13,120.57,1,0,0
1/11/24,2,Storage,SUP_C,10,112.16,1,0,0
1/12/24,2,Storage,SUP_C,17,111.01,1,0,0
1/13/24,2,Storage,SUP_C,19,130.56,1,0,0
1/14/24,2,Storage,SUP_C,14,132.96,1,0,0
1/15/24,2,Storage,SUP_C,11,146.6,0,0,0
1/16/24,2,Storage,SUP_C,8,146.13,0,0,0
1/17/24,2,Storage,SUP_C,8,140.58,0,0,0
1/18/24,2,Storage,SUP_C,10,149.28,0,0,0
1/19/24,2,Storage,SUP_C,6,139.78,0,0,0
1/20/24,2,Storage,SUP_C,9,149.22,0,0,0
1/21/24,2,Storage,SUP_C,5,148.47,0,0,0
1/22/24,2,Storage,SUP_C,16,146.22,0,0,0
1/23/24,2,Storage,SUP_C,4,141.66,0,0,0
1/24/24,2,Storage,SUP_C,9,146.44,0,0,0
1/25/24,2,Storage,SUP_C,10,145.21,0,0,0
1/26/24,2,Storage,SUP_C,12,145.18,0,0,0
1/27/24,2,Storage,SUP_C,12,144.58,0,0,0
1/28/24,2,Storage,SUP_C,6,137.6,0,0,0
1/29/24,2,Storage,SUP_C,11,145.4,0,0,0
1/30/24,2,Storage,SUP_C,7,141.31,0,0,0
1/31/24,2,Storage,SUP_C,8,147.49,0,0,0
2/1/24,2,Storage,SUP_C,6,146.97,0,0,0
2/2/24,2,Storage,SUP_C,4,138.67,0,0,0
2/3/24,2,Storage,SUP_C,9,149.4,0,0,0
2/4/24,2,Storage,SUP_C,10,137.54,0,0,0
2/5/24,2,Storage,SUP_C,12,147.72,0,0,0
2/6/24,2,Storage,SUP_C,6,137.53,0,0,0
2/7/24,2,Storage,SUP_C,10,146.76,0,0,0
2/8/24,2,Storage,SUP_C,11,143.27,0,0,0
2/9/24,2,Storage,SUP_C,8,143.35,0,0,0
2/10/24,2,Storage,SUP_C,9,146.52,0,0,0
2/11/24,2,Storage,SUP_C,10,140.43,0,0,0
2/12/24,2,Storage,SUP_C,11,105.11,1,0,0
2/13/24,2,Storage,SUP_C,13,111.55,1,0,0
2/14/24,2,Storage,SUP_C,20,112.9,1,0,0
2/15/24,2,Storage,SUP_C,16,114.08,1,0,0
2/16/24,2,Storage,SUP_C,15,99.64,1,0,0
2/17/24,2,Storage,SUP_C,15,113.74,1,0,0
2/18/24,2,Storage,SUP_C,22,114.77,1,0,0
2/19/24,2,Storage,SUP_C,6,136.75,0,0,0
2/20/24,2,Storage,SUP_C,11,146.29,0,0,0
2/21/24,2,Storage,SUP_C,6,149.75,0,0,0
2/22/24,2,Storage,SUP_C,9,141.51,0,0,0
2/23/24,2,Storage,SUP_C,8,136.56,0,0,0
2/24/24,2,Storage,SUP_C,8,141.38,0,0,0
2/25/24,2,Storage,SUP_C,11,136.92,0,0,0
2/26/24,2,Storage,SUP_C,6,138.7,0,0,0
2/27/24,2,Storage,SUP_C,8,144.14,0,0,0
2/28/24,2,Storage,SUP_C,6,141.54,0,0,0
2/29/24,2,Storage,SUP_C,3,144.65,0,0,0
3/1/24,2,Storage,SUP_C,2,141.15,0,0,0
3/2/24,2,Storage,SUP_C,16,142.82,0,0,0
3/3/24,2,Storage,SUP_C,5,143.2,0,0,0
3/4/24,2,Storage,SUP_C,4,136.37,0,0,0
3/5/24,2,Storage,SUP_C,7,146.93,0,0,0
3/6/24,2,Storage,SUP_C,4,144.27,0,0,0
3/7/24,2,Storage,SUP_C,5,146.42,0,0,0
3/8/24,2,Storage,SUP_C,4,140.95,0,0,0
3/9/24,2,Storage,SUP_C,15,143.41,0,0,0
3/10/24,2,Storage,SUP_C,12,137.95,0,0,0
3/11/24,2,Storage,SUP_C,6,148.33,0,0,0
3/12/24,2,Storage,SUP_C,5,146.91,0,0,0
3/13/24,2,Storage,SUP_C,11,145.87,0,0,0
3/14/24,2,Storage,SUP_C,5,140.64,0,0,0
3/15/24,2,Storage,SUP_C,7,140.64,0,0,0
3/16/24,2,Storage,SUP_C,6,148.31,0,0,0
3/17/24,2,Storage,SUP_C,12,140.25,0,0,0
3/18/24,2,Storage,SUP_C,6,139.88,0,0,0
3/19/24,2,Storage,SUP_C,3,146.35,0,0,0
3/20/24,2,Storage,SUP_C,6,136.96,0,0,0
3/21/24,2,Storage,SUP_C,8,148.78,0,0,0
3/22/24,2,Storage,SUP_C,10,145.84,0,0,0
3/23/24,2,Storage,SUP_C,8,139.72,0,0,0
3/24/24,2,Storage,SUP_C,9,142.93,0,0,0
3/25/24,2,Storage,SUP_C,5,137.82,0,0,0
3/26/24,2,Storage,SUP_C,7,140.29,0,0,0
3/27/24,2,Storage,SUP_C,9,143.08,0,0,0
3/28/24,2,Storage,SUP_C,7,137.32,0,0,0
3/29/24,2,Storage,SUP_C,8,141.9,0,0,0
3/30/24,2,Storage,SUP_C,8,147.67,0,0,0
3/31/24,2,Storage,SUP_C,9,148.11,0,0,0
4/1/24,2,Storage,SUP_C,11,140.32,0,0,0
4/2/24,2,Storage,SUP_C,8,144.03,0,0,0
4/3/24,2,Storage,SUP_C,5,147.71,0,0,0
4/4/24,2,Storage,SUP_C,7,149.41,0,0,0
4/5/24,2,Storage,SUP_C,7,139.88,0,0,0
4/6/24,2,Storage,SUP_C,9,146.52,0,0,0
4/7/24,2,Storage,SUP_C,6,149.49,0,0,0
4/8/24,2,Storage,SUP_C,6,142.47,0,0,0
4/9/24,2,Storage,SUP_C,3,141.89,0,0,0
4/10/24,2,Storage,SUP_C,8,137.38,0,0,0
4/11/24,2,Storage,SUP_C,7,141.27,0,0,0
4/12/24,2,Storage,SUP_C,12,136.71,0,0,0
4/13/24,2,Storage,SUP_C,8,150.04,0,0,0
4/14/24,2,Storage,SUP_C,6,147.45,0,0,0
4/15/24,2,Storage,SUP_C,8,148.46,0,0,0
4/16/24,2,Storage,SUP_C,8,138.83,0,0,0
4/17/24,2,Storage,SUP_C,10,142.18,0,0,0
4/18/24,2,Storage,SUP_C,5,140.9,0,0,0
4/19/24,2,Storage,SUP_C,6,143.13,0,0,0
4/20/24,2,Storage,SUP_C,7,147.51,0,0,0
4/21/24,2,Storage,SUP_C,8,137.57,0,0,0
4/22/24,2,Storage,SUP_C,7,137.45,0,0,0
4/23/24,2,Storage,SUP_C,9,142.79,0,0,0
4/24/24,2,Storage,SUP_C,6,142.46,0,0,0
4/25/24,2,Storage,SUP_C,12,145.97,0,0,0
4/26/24,2,Storage,SUP_C,9,136.27,0,0,0
4/27/24,2,Storage,SUP_C,13,138.62,0,0,0
4/28/24,2,Storage,SUP_C,7,145.89,0,0,0
4/29/24,2,Storage,SUP_C,14,145.04,0,0,0
4/30/24,2,Storage,SUP_C,10,146.19,0,0,0
5/1/24,2,Storage,SUP_C,10,143.47,0,0,0
5/2/24,2,Storage,SUP_C,8,149.12,0,0,0
5/3/24,2,Storage,SUP_C,7,141.86,0,0,0
5/4/24,2,Storage,SUP_C,9,141.5,0,0,0
5/5/24,2,Storage,SUP_C,8,146.23,0,0,0
5/6/24,2,Storage,SUP_C,8,137.46,0,0,0
5/7/24,2,Storage,SUP_C,4,137.67,0,0,0
5/8/24,2,Storage,SUP_C,8,149.04,0,0,0
5/9/24,2,Storage,SUP_C,13,136.79,0,0,0
5/10/24,2,Storage,SUP_C,6,149.92,0,0,0
5/11/24,2,Storage,SUP_C,11,147.55,0,0,0
5/12/24,2,Storage,SUP_C,13,148.08,0,0,0
5/13/24,2,Storage,SUP_C,13,145.55,0,0,0
5/14/24,2,Storage,SUP_C,17,147.34,0,0,0
5/15/24,2,Storage,SUP_C,5,148.47,0,0,0
5/16/24,2,Storage,SUP_C,8,142.35,0,0,0
5/17/24,2,Storage,SUP_C,5,143.75,0,0,0
5/18/24,2,Storage,SUP_C,9,139.4,0,0,0
5/19/24,2,Storage,SUP_C,8,140.43,0,0,0
5/20/24,2,Storage,SUP_C,10,147.17,0,0,0
5/21/24,2,Storage,SUP_C,9,136.59,0,0,0
5/22/24,2,Storage,SUP_C,10,138.09,0,0,0
5/23/24,2,Storage,SUP_C,9,144.4,0,0,0
5/24/24,2,Storage,SUP_C,8,142.6,0,0,0
5/25/24,2,Storage,SUP_C,6,141.07,0,0,0
5/26/24,2,Storage,SUP_C,6,139.3,0,0,0
5/27/24,2,Storage,SUP_C,8,149.67,0,0,0
5/28/24,2,Storage,SUP_C,5,145.68,0,0,0
5/29/24,2,Storage,SUP_C,4,149.9,0,0,0
5/30/24,2,Storage,SUP_C,7,140,0,0,0
5/31/24,2,Storage,SUP_C,5,138.27,0,0,0
6/1/24,2,Storage,SUP_C,8,149.03,0,0,0
6/2/24,2,Storage,SUP_C,5,138.85,0,0,0
6/3/24,2,Storage,SUP_C,9,142.54,0,0,0
6/4/24,2,Storage,SUP_C,5,140.05,0,0,0
6/5/24,2,Storage,SUP_C,5,146.05,0,0,0
6/6/24,2,Storage,SUP_C,12,150.04,0,0,0
6/7/24,2,Storage,SUP_C,8,145.78,0,0,0
6/8/24,2,Storage,SUP_C,10,137.86,0,0,0
6/9/24,2,Storage,SUP_C,6,139.95,0,0,0
6/10/24,2,Storage,SUP_C,14,107.43,1,0,0
6/11/24,2,Storage,SUP_C,12,119.39,1,0,0
6/12/24,2,Storage,SUP_C,12,116.47,1,0,0
6/13/24,2,Storage,SUP_C,11,101.34,1,0,0
6/14/24,2,Storage,SUP_C,8,126.8,1,0,0
6/15/24,2,Storage,SUP_C,20,120.03,1,0,0
6/16/24,2,Storage,SUP_C,7,117.17,1,0,0
6/17/24,2,Storage,SUP_C,7,145.98,0,0,0
6/18/24,2,Storage,SUP_C,2,140.75,0,0,0
6/19/24,2,Storage,SUP_C,6,137.7,0,0,0
6/20/24,2,Storage,SUP_C,7,143.89,0,0,0
6/21/24,2,Storage,SUP_C,1,146.84,0,0,0
6/22/24,2,Storage,SUP_C,7,148.07,0,0,0
6/23/24,2,Storage,SUP_C,7,140.94,0,0,0
6/24/24,2,Storage,SUP_C,3,140.6,0,0,0
6/25/24,2,Storage,SUP_C,6,144.38,0,0,0
6/26/24,2,Storage,SUP_C,6,146.51,0,0,0
6/27/24,2,Storage,SUP_C,3,145.26,0,0,0
6/28/24,2,Storage,SUP_C,13,139.1,0,0,0
6/29/24,2,Storage,SUP_C,10,145.55,0,0,0
6/30/24,2,Storage,SUP_C,6,148.79,0,0,0
7/1/24,2,Storage,SUP_C,7,141.07,0,0,0
7/2/24,2,Storage,SUP_C,5,146.41,0,0,0
7/3/24,2,Storage,SUP_C,8,138.28,0,0,0
7/4/24,2,Storage,SUP_C,7,140.43,0,0,0
7/5/24,2,Storage,SUP_C,9,137.8,0,0,0
7/6/24,2,Storage,SUP_C,11,136.34,0,0,0
7/7/24,2,Storage,SUP_C,8,145.58,0,0,0
7/8/24,2,Storage,SUP_C,18,106.54,1,0,0
7/9/24,2,Storage,SUP_C,13,107.31,1,0,0
7/10/24,2,Storage,SUP_C,8,107.7,1,0,0
7/11/24,2,Storage,SUP_C,11,127.4,1,0,0
7/12/24,2,Storage,SUP_C,9,117.41,1,0,0
7/13/24,2,Storage,SUP_C,16,127.95,1,0,0
7/14/24,2,Storage,SUP_C,7,105.99,1,0,0
7/15/24,2,Storage,SUP_C,8,141.46,0,0,0
7/16/24,2,Storage,SUP_C,4,145.92,0,0,0
7/17/24,2,Storage,SUP_C,10,145.5,0,0,0
7/18/24,2,Storage,SUP_C,6,139.28,0,0,0
7/19/24,2,Storage,SUP_C,11,137.79,0,0,0
7/20/24,2,Storage,SUP_C,7,141.19,0,0,0
7/21/24,2,Storage,SUP_C,8,137.32,0,0,0
7/22/24,2,Storage,SUP_C,4,143.72,0,0,0
7/23/24,2,Storage,SUP_C,11,140.33,0,0,0
7/24/24,2,Storage,SUP_C,6,141.45,0,0,0
7/25/24,2,Storage,SUP_C,8,146.86,0,0,0
7/26/24,2,Storage,SUP_C,11,146.01,0,0,0
7/27/24,2,Storage,SUP_C,10,144.39,0,0,0
7/28/24,2,Storage,SUP_C,13,140.5,0,0,0
7/29/24,2,Storage,SUP_C,6,149.25,0,0,0
7/30/24,2,Storage,SUP_C,12,144.47,0,0,0
7/31/24,2,Storage,SUP_C,5,141.05,0,0,0
8/1/24,2,Storage,SUP_C,11,138.67,0,0,0
8/2/24,2,Storage,SUP_C,11,144.11,0,0,0
8/3/24,2,Storage,SUP_C,9,142.32,0,0,0
8/4/24,2,Storage,SUP_C,7,142.39,0,0,0
8/5/24,2,Storage,SUP_C,3,144.18,0,0,0
8/6/24,2,Storage,SUP_C,3,140.09,0,0,0
8/7/24,2,Storage,SUP_C,5,149.2,0,0,0
8/8/24,2,Storage,SUP_C,6,141.5,0,0,0
8/9/24,2,Storage,SUP_C,2,145.77,0,0,0
8/10/24,2,Storage,SUP_C,8,145.19,0,0,0
8/11/24,2,Storage,SUP_C,5,138.63,0,0,0
8/12/24,2,Storage,SUP_C,6,140.75,0,0,0
8/13/24,2,Storage,SUP_C,9,148.16,0,0,0
8/14/24,2,Storage,SUP_C,10,149.47,0,0,0
8/15/24,2,Storage,SUP_C,6,141.52,0,0,0
8/16/24,2,Storage,SUP_C,5,136.83,0,0,0
8/17/24,2,Storage,SUP_C,3,137.71,0,0,0
8/18/24,2,Storage,SUP_C,5,137.25,0,0,0
8/19/24,2,Storage,SUP_C,14,122.06,1,0,0
8/20/24,2,Storage,SUP_C,13,108.6,1,0,0
8/21/24,2,Storage,SUP_C,8,123.25,1,0,0
8/22/24,2,Storage,SUP_C,13,101.99,1,0,0
8/23/24,2,Storage,SUP_C,10,113.78,1,0,0
8/24/24,2,Storage,SUP_C,12,123.35,1,0,0
8/25/24,2,Storage,SUP_C,11,102.7,1,0,0
8/26/24,2,Storage,SUP_C,9,145.89,0,0,0
8/27/24,2,Storage,SUP_C,9,147.4,0,0,0
8/28/24,2,Storage,SUP_C,7,150.2,0,0,0
8/29/24,2,Storage,SUP_C,3,136.31,0,0,0
8/30/24,2,Storage,SUP_C,7,143.19,0,0,0
8/31/24,2,Storage,SUP_C,7,138.16,0,0,0
9/1/24,2,Storage,SUP_C,13,136.05,0,0,0
9/2/24,2,Storage,SUP_C,3,138.62,0,0,0
9/3/24,2,Storage,SUP_C,7,140.39,0,0,0
9/4/24,2,Storage,SUP_C,6,146.76,0,0,0
9/5/24,2,Storage,SUP_C,1,136.47,0,0,0
9/6/24,2,Storage,SUP_C,9,149.16,0,0,0
9/7/24,2,Storage,SUP_C,11,145.62,0,0,0
9/8/24,2,Storage,SUP_C,10,140.85,0,0,0
9/9/24,2,Storage,SUP_C,11,139.23,0,0,0
9/10/24,2,Storage,SUP_C,7,140.4,0,0,0
9/11/24,2,Storage,SUP_C,5,143.6,0,0,0
9/12/24,2,Storage,SUP_C,10,141.63,0,0,0
9/13/24,2,Storage,SUP_C,13,148.4,0,0,0
9/14/24,2,Storage,SUP_C,10,141.67,0,0,0
9/15/24,2,Storage,SUP_C,9,138.55,0,0,0
9/16/24,2,Storage,SUP_C,15,116.08,1,0,0
9/17/24,2,Storage,SUP_C,13,106.69,1,0,0
9/18/24,2,Storage,SUP_C,12,100.47,1,0,0
9/19/24,2,Storage,SUP_C,13,125.67,1,0,0
9/20/24,2,Storage,SUP_C,10,98.69,1,0,0
9/21/24,2,Storage,SUP_C,13,105.24,1,0,0
9/22/24,2,Storage,SUP_C,14,132.11,1,0,0
9/23/24,2,Storage,SUP_C,3,137.06,0,0,0
9/24/24,2,Storage,SUP_C,6,138.6,0,0,0
9/25/24,2,Storage,SUP_C,9,148.5,0,0,0
9/26/24,2,Storage,SUP_C,7,144.22,0,0,0
9/27/24,2,Storage,SUP_C,6,144.41,0,0,0
9/28/24,2,Storage,SUP_C,10,137.44,0,0,0
9/29/24,2,Storage,SUP_C,5,144.53,0,0,0
9/30/24,2,Storage,SUP_C,17,120.15,1,0,0
10/1/24,2,Storage,SUP_C,24,115.33,1,0,0
10/2/24,2,Storage,SUP_C,14,102.34,1,0,0
10/3/24,2,Storage,SUP_C,13,121.61,1,0,0
10/4/24,2,Storage,SUP_C,17,127.46,1,0,0
10/5/24,2,Storage,SUP_C,18,110.37,1,0,0
10/6/24,2,Storage,SUP_C,16,131.14,1,0,0
10/7/24,2,Storage,SUP_C,8,139.64,0,0,0
10/8/24,2,Storage,SUP_C,10,140.74,0,0,0
10/9/24,2,Storage,SUP_C,7,147.12,0,0,0
10/10/24,2,Storage,SUP_C,7,139.73,0,0,0
10/11/24,2,Storage,SUP_C,10,137.44,0,0,0
10/12/24,2,Storage,SUP_C,13,143.34,0,0,0
10/13/24,2,Storage,SUP_C,7,145.27,0,0,0
10/14/24,2,Storage,SUP_C,8,144.16,0,0,0
10/15/24,2,Storage,SUP_C,11,145.24,0,0,0
10/16/24,2,Storage,SUP_C,10,140.79,0,0,0
10/17/24,2,Storage,SUP_C,5,146.51,0,0,0
10/18/24,2,Storage,SUP_C,10,145.31,0,0,0
10/19/24,2,Storage,SUP_C,8,148.83,0,0,0
10/20/24,2,Storage,SUP_C,4,137.17,0,0,0
10/21/24,2,Storage,SUP_C,5,142.02,0,0,0
10/22/24,2,Storage,SUP_C,16,146.09,0,0,0
10/23/24,2,Storage,SUP_C,8,147.64,0,0,0
10/24/24,2,Storage,SUP_C,6,149.4,0,0,0
10/25/24,2,Storage,SUP_C,8,147.04,0,0,0
10/26/24,2,Storage,SUP_C,11,145.49,0,0,0
10/27/24,2,Storage,SUP_C,9,144.22,0,0,0
10/28/24,2,Storage,SUP_C,16,120.34,1,0,0
10/29/24,2,Storage,SUP_C,15,130.32,1,0,0
10/30/24,2,Storage,SUP_C,15,114.06,1,0,0
10/31/24,2,Storage,SUP_C,14,99.64,1,0,0
11/1/24,2,Storage,SUP_C,22,127.73,1,0,0
11/2/24,2,Storage,SUP_C,16,121.27,1,0,0
11/3/24,2,Storage,SUP_C,18,136.73,1,0,0
11/4/24,2,Storage,SUP_C,9,154.98,0,0,0
11/5/24,2,Storage,SUP_C,9,143.2,0,0,0
11/6/24,2,Storage,SUP_C,7,146.43,0,0,0
11/7/24,2,Storage,SUP_C,10,148.94,0,0,0
11/8/24,2,Storage,SUP_C,14,154.22,0,0,0
11/9/24,2,Storage,SUP_C,9,146.61,0,0,0
11/10/24,2,Storage,SUP_C,6,154.55,0,0,0
11/11/24,2,Storage,SUP_C,13,150.91,0,0,0
11/12/24,2,Storage,SUP_C,11,152.33,0,0,0
11/13/24,2,Storage,SUP_C,8,153.72,0,0,0
11/14/24,2,Storage,SUP_C,6,151.67,0,0,0
11/15/24,2,Storage,SUP_C,10,143.73,0,0,0
11/16/24,2,Storage,SUP_C,5,151.91,0,0,0
11/17/24,2,Storage,SUP_C,13,156.98,0,0,0
11/18/24,2,Storage,SUP_C,10,144.52,0,1,0
11/19/24,2,Storage,SUP_C,10,144.07,0,1,0
11/20/24,2,Storage,SUP_C,10,150.68,0,1,0
11/21/24,2,Storage,SUP_C,8,144.77,0,1,0
11/22/24,2,Storage,SUP_C,8,148.29,0,1,0
11/23/24,2,Storage,SUP_C,12,147.94,0,1,0
11/24/24,2,Storage,SUP_C,13,156.65,0,1,0
11/25/24,2,Storage,SUP_C,6,146.47,0,1,0
11/26/24,2,Storage,SUP_C,13,147.93,0,1,0
11/27/24,2,Storage,SUP_C,12,152.27,0,0,0
11/28/24,2,Storage,SUP_C,6,155.44,0,0,0
11/29/24,2,Storage,SUP_C,8,154.42,0,0,0
11/30/24,2,Storage,SUP_C,13,155.53,0,0,0
12/1/24,2,Storage,SUP_C,7,153.39,0,0,1
12/2/24,2,Storage,SUP_C,6,155.77,0,0,1
12/3/24,2,Storage,SUP_C,12,143.7,0,0,1
12/4/24,2,Storage,SUP_C,10,151.51,0,0,1
12/5/24,2,Storage,SUP_C,11,149.93,0,0,1
12/6/24,2,Storage,SUP_C,9,144.6,0,0,1
12/7/24,2,Storage,SUP_C,8,152.84,0,0,1
12/8/24,2,Storage,SUP_C,11,154.66,0,0,1
12/9/24,2,Storage,SUP_C,7,146.3,0,0,1
12/10/24,2,Storage,SUP_C,10,156.87,0,0,1
12/11/24,2,Storage,SUP_C,7,153.81,0,0,1
12/12/24,2,Storage,SUP_C,11,143.79,0,0,1
12/13/24,2,Storage,SUP_C,5,155.88,0,0,1
12/14/24,2,Storage,SUP_C,10,152.71,0,0,1
12/15/24,2,Storage,SUP_C,12,156.44,0,0,1
12/16/24,2,Storage,SUP_C,8,152.01,0,0,1
12/17/24,2,Storage,SUP_C,5,148.42,0,0,1
12/18/24,2,Storage,SUP_C,15,155.52,0,0,1
12/19/24,2,Storage,SUP_C,8,147.19,0,0,1
12/20/24,2,Storage,SUP_C,5,152.53,0,0,1
12/21/24,2,Storage,SUP_C,7,153.23,0,0,1
12/22/24,2,Storage,SUP_C,11,153.61,0,0,1
12/23/24,2,Storage,SUP_C,11,146.92,0,0,1
12/24/24,2,Storage,SUP_C,4,156.82,0,0,1
12/25/24,2,Storage,SUP_C,8,155.34,0,0,0
12/26/24,2,Storage,SUP_C,8,156,0,0,0
12/27/24,2,Storage,SUP_C,11,151.06,0,0,0
12/28/24,2,Storage,SUP_C,8,154.09,0,0,0
12/29/24,2,Storage,SUP_C,9,149.82,0,0,0
12/30/24,2,Storage,SUP_C,9,145.21,0,0,0
12/31/24,2,Storage,SUP_C,13,156.08,0,0,0
1/1/21,3,Power Tools,SUP_B,26,210.03,0,0,0
1/2/21,3,Power Tools,SUP_B,20,223,0,0,0
1/3/21,3,Power Tools,SUP_B,20,222.53,0,0,0
1/4/21,3,Power Tools,SUP_B,21,221.41,0,0,0
1/5/21,3,Power Tools,SUP_B,23,210.09,0,0,0
1/6/21,3,Power Tools,SUP_B,23,212.75,0,0,0
1/7/21,3,Power Tools,SUP_B,24,221.51,0,0,0
1/8/21,3,Power Tools,SUP_B,20,222.26,0,0,0
1/9/21,3,Power Tools,SUP_B,19,208.8,0,0,0
1/10/21,3,Power Tools,SUP_B,25,221.53,0,0,0
1/11/21,3,Power Tools,SUP_B,15,228.37,0,0,0
1/12/21,3,Power Tools,SUP_B,20,210.12,0,0,0
1/13/21,3,Power Tools,SUP_B,23,213.4,0,0,0
1/14/21,3,Power Tools,SUP_B,14,217.86,0,0,0
1/15/21,3,Power Tools,SUP_B,20,217.03,0,0,0
1/16/21,3,Power Tools,SUP_B,29,227.38,0,0,0
1/17/21,3,Power Tools,SUP_B,25,225.65,0,0,0
1/18/21,3,Power Tools,SUP_B,22,212.59,0,0,0
1/19/21,3,Power Tools,SUP_B,16,211.35,0,0,0
1/20/21,3,Power Tools,SUP_B,14,223.91,0,0,0
1/21/21,3,Power Tools,SUP_B,7,223.88,0,0,0
1/22/21,3,Power Tools,SUP_B,23,227.27,0,0,0
1/23/21,3,Power Tools,SUP_B,19,225.91,0,0,0
1/24/21,3,Power Tools,SUP_B,17,210.1,0,0,0
1/25/21,3,Power Tools,SUP_B,28,181.75,1,0,0
1/26/21,3,Power Tools,SUP_B,32,184.25,1,0,0
1/27/21,3,Power Tools,SUP_B,39,166.44,1,0,0
1/28/21,3,Power Tools,SUP_B,49,163.93,1,0,0
1/29/21,3,Power Tools,SUP_B,32,185.9,1,0,0
1/30/21,3,Power Tools,SUP_B,42,158.26,1,0,0
1/31/21,3,Power Tools,SUP_B,48,188.23,1,0,0
2/1/21,3,Power Tools,SUP_B,21,227.23,0,0,0
2/2/21,3,Power Tools,SUP_B,17,218.94,0,0,0
2/3/21,3,Power Tools,SUP_B,15,227.38,0,0,0
